id_log_transaccion,id_tipo_transaccion,id_tarjeta,id_cuenta_c,id_cuenta_d,id_estado_transaccion,fecha_operacion,fecha,hora,monto_operacion
6863,4,,6,,1,2021-05-19 21:00:00,2021-05-19,21:00:00,421
6864,1,10,1,,1,2021-05-19 20:00:00,2021-05-19,20:00:00,19
6865,3,10,,10,1,2021-05-19 21:00:00,2021-05-19,21:00:00,38
6866,4,,10,,1,2021-05-19 22:00:00,2021-05-19,22:00:00,224
6867,1,3,1,,1,2021-05-19 20:00:00,2021-05-19,20:00:00,11
6868,1,2,1,,2,2021-05-19 20:00:00,2021-05-19,20:00:00,6
6869,3,2,,2,1,2021-05-19 20:00:00,2021-05-19,20:00:00,13
6870,4,,2,,1,2021-05-19 21:00:00,2021-05-19,21:00:00,462
6871,1,11,1,,1,2021-05-19 20:00:00,2021-05-19,20:00:00,1
6872,2,,2,6,1,2021-05-19 20:00:00,2021-05-19,20:00:00,13
6873,3,3,,3,2,2021-05-19 20:00:00,2021-05-19,20:00:00,79
6874,3,1,,1,1,2021-05-19 20:00:00,2021-05-19,20:00:00,8
6875,3,1,,1,1,2021-05-19 21:00:00,2021-05-19,21:00:00,5
6876,2,,9,2,1,2021-05-19 21:00:00,2021-05-19,21:00:00,11
6877,1,7,1,,2,2021-05-19 21:00:00,2021-05-19,21:00:00,19
6878,2,,11,4,1,2021-05-19 21:00:00,2021-05-19,21:00:00,6
6879,1,4,1,,1,2021-05-19 21:00:00,2021-05-19,21:00:00,12
6880,3,11,,11,1,2021-05-19 21:00:00,2021-05-19,21:00:00,1
6881,1,10,1,,1,2021-05-19 21:00:00,2021-05-19,21:00:00,15
6882,1,8,1,,1,2021-05-19 21:00:00,2021-05-19,21:00:00,6
6883,2,,2,7,2,2021-05-19 21:00:00,2021-05-19,21:00:00,13
6884,3,5,,5,2,2021-05-19 21:00:00,2021-05-19,21:00:00,49
6885,1,6,1,,1,2021-05-19 21:00:00,2021-05-19,21:00:00,7
6886,2,,9,4,1,2021-05-19 21:00:00,2021-05-19,21:00:00,20
6887,2,,4,1,1,2021-05-19 21:00:00,2021-05-19,21:00:00,20
6888,1,10,1,,1,2021-05-19 21:00:00,2021-05-19,21:00:00,4
6889,1,8,1,,1,2021-05-19 21:00:00,2021-05-19,21:00:00,2
6890,1,6,1,,1,2021-05-19 21:00:00,2021-05-19,21:00:00,9
6891,2,,6,1,1,2021-05-19 21:00:00,2021-05-19,21:00:00,10
6892,3,6,,6,1,2021-05-19 21:00:00,2021-05-19,21:00:00,69
6893,1,3,1,,1,2021-05-19 21:00:00,2021-05-19,21:00:00,18
6894,3,3,,3,1,2021-05-19 22:00:00,2021-05-19,22:00:00,8
6895,4,,3,,1,2021-05-19 23:00:00,2021-05-19,23:00:00,290
6896,1,10,1,,1,2021-05-19 21:00:00,2021-05-19,21:00:00,4
6897,3,8,,8,1,2021-05-19 22:00:00,2021-05-19,22:00:00,2
6898,3,1,,1,1,2021-05-19 22:00:00,2021-05-19,22:00:00,2
6899,3,8,,8,1,2021-05-19 22:00:00,2021-05-19,22:00:00,15
6900,3,6,,6,1,2021-05-19 22:00:00,2021-05-19,22:00:00,44
6901,3,4,,4,1,2021-05-19 22:00:00,2021-05-19,22:00:00,16
6902,2,,2,11,1,2021-05-19 22:00:00,2021-05-19,22:00:00,15
6903,2,,11,5,1,2021-05-19 22:00:00,2021-05-19,22:00:00,13
6904,3,3,,3,1,2021-05-19 22:00:00,2021-05-19,22:00:00,6
6905,3,4,,4,1,2021-05-19 22:00:00,2021-05-19,22:00:00,22
6906,3,2,,2,1,2021-05-19 22:00:00,2021-05-19,22:00:00,107
6907,2,,11,9,1,2021-05-19 22:00:00,2021-05-19,22:00:00,5
6908,2,,11,7,2,2021-05-19 22:00:00,2021-05-19,22:00:00,18
6909,2,,4,2,1,2021-05-19 22:00:00,2021-05-19,22:00:00,20
6910,3,11,,11,1,2021-05-19 22:00:00,2021-05-19,22:00:00,2
6911,3,6,,6,1,2021-05-19 22:00:00,2021-05-19,22:00:00,1
6912,2,,6,3,1,2021-05-19 22:00:00,2021-05-19,22:00:00,2
6913,2,,4,8,1,2021-05-19 22:00:00,2021-05-19,22:00:00,15
6914,3,1,,1,1,2021-05-19 22:00:00,2021-05-19,22:00:00,1
6915,3,7,,7,2,2021-05-19 22:00:00,2021-05-19,22:00:00,246
6916,3,6,,6,1,2021-05-19 23:00:00,2021-05-19,23:00:00,5
6917,2,,3,4,1,2021-05-19 23:00:00,2021-05-19,23:00:00,9
6918,2,,2,1,1,2021-05-19 23:00:00,2021-05-19,23:00:00,14
6919,1,10,1,,1,2021-05-19 23:00:00,2021-05-19,23:00:00,11
6920,2,,7,11,1,2021-05-19 23:00:00,2021-05-19,23:00:00,8
6921,2,,6,1,1,2021-05-19 23:00:00,2021-05-19,23:00:00,1
6922,1,7,1,,2,2021-05-19 23:00:00,2021-05-19,23:00:00,5
6923,2,,3,5,2,2021-05-19 23:00:00,2021-05-19,23:00:00,9
6924,1,3,1,,1,2021-05-19 23:00:00,2021-05-19,23:00:00,4
6925,3,6,,6,1,2021-05-19 23:00:00,2021-05-19,23:00:00,1
6926,1,10,1,,1,2021-05-19 23:00:00,2021-05-19,23:00:00,6
6927,2,,5,8,1,2021-05-19 23:00:00,2021-05-19,23:00:00,1
6928,2,,2,3,1,2021-05-20 00:00:00,2021-05-20,00:00:00,3
6929,1,11,1,,1,2021-05-20 00:00:00,2021-05-20,00:00:00,15
6930,3,2,,2,1,2021-05-20 00:00:00,2021-05-20,00:00:00,18
6931,2,,5,6,1,2021-05-20 00:00:00,2021-05-20,00:00:00,9
6932,1,3,1,,1,2021-05-20 00:00:00,2021-05-20,00:00:00,16
6933,1,3,1,,2,2021-05-20 00:00:00,2021-05-20,00:00:00,20
6934,2,,5,4,1,2021-05-20 00:00:00,2021-05-20,00:00:00,1
6935,3,9,,9,1,2021-05-20 00:00:00,2021-05-20,00:00:00,11
6936,2,,5,2,1,2021-05-20 00:00:00,2021-05-20,00:00:00,13
6937,2,,11,8,1,2021-05-20 00:00:00,2021-05-20,00:00:00,7
6938,3,5,,5,2,2021-05-20 00:00:00,2021-05-20,00:00:00,52
6939,1,2,1,,1,2021-05-20 00:00:00,2021-05-20,00:00:00,10
6940,3,1,,1,1,2021-05-20 00:00:00,2021-05-20,00:00:00,1
6941,1,4,1,,1,2021-05-20 01:00:00,2021-05-20,01:00:00,12
6942,3,2,,2,1,2021-05-20 01:00:00,2021-05-20,01:00:00,12
6943,2,,9,5,1,2021-05-20 01:00:00,2021-05-20,01:00:00,2
6944,2,,7,8,1,2021-05-20 01:00:00,2021-05-20,01:00:00,9
6945,2,,9,10,1,2021-05-20 01:00:00,2021-05-20,01:00:00,4
6946,1,6,1,,1,2021-05-20 01:00:00,2021-05-20,01:00:00,13
6947,2,,9,11,1,2021-05-20 01:00:00,2021-05-20,01:00:00,4
6948,2,,5,9,1,2021-05-20 01:00:00,2021-05-20,01:00:00,14
6949,3,11,,11,1,2021-05-20 01:00:00,2021-05-20,01:00:00,2
6950,3,8,,8,1,2021-05-20 01:00:00,2021-05-20,01:00:00,1
6951,2,,8,9,1,2021-05-20 01:00:00,2021-05-20,01:00:00,20
6952,2,,8,9,1,2021-05-20 01:00:00,2021-05-20,01:00:00,1
6953,3,10,,10,1,2021-05-20 01:00:00,2021-05-20,01:00:00,117
6954,3,10,,10,1,2021-05-20 01:00:00,2021-05-20,01:00:00,36
6955,3,1,,1,1,2021-05-20 01:00:00,2021-05-20,01:00:00,0
6956,3,4,,4,1,2021-05-20 02:00:00,2021-05-20,02:00:00,13
6957,3,11,,11,1,2021-05-20 02:00:00,2021-05-20,02:00:00,7
6958,3,5,,5,2,2021-05-20 02:00:00,2021-05-20,02:00:00,68
6959,2,,5,2,1,2021-05-20 02:00:00,2021-05-20,02:00:00,14
6960,3,7,,7,2,2021-05-20 02:00:00,2021-05-20,02:00:00,212
6961,1,8,1,,1,2021-05-20 02:00:00,2021-05-20,02:00:00,9
6962,1,7,1,,2,2021-05-20 02:00:00,2021-05-20,02:00:00,18
6963,2,,3,2,1,2021-05-20 02:00:00,2021-05-20,02:00:00,1
6964,3,4,,4,1,2021-05-20 02:00:00,2021-05-20,02:00:00,7
6965,1,6,1,,1,2021-05-20 02:00:00,2021-05-20,02:00:00,11
6966,3,9,,9,2,2021-05-20 02:00:00,2021-05-20,02:00:00,45
6967,3,2,,2,1,2021-05-20 02:00:00,2021-05-20,02:00:00,1
6968,3,9,,9,2,2021-05-20 02:00:00,2021-05-20,02:00:00,84
6969,1,5,1,,1,2021-05-20 02:00:00,2021-05-20,02:00:00,20
6970,2,,7,5,1,2021-05-20 02:00:00,2021-05-20,02:00:00,20
6971,2,,5,2,1,2021-05-20 02:00:00,2021-05-20,02:00:00,18
6972,2,,1,9,1,2021-05-20 02:00:00,2021-05-20,02:00:00,12
6973,3,1,,1,1,2021-05-20 03:00:00,2021-05-20,03:00:00,0
6974,2,,6,11,1,2021-05-20 03:00:00,2021-05-20,03:00:00,17
6975,2,,11,5,1,2021-05-20 03:00:00,2021-05-20,03:00:00,17
6976,1,2,1,,1,2021-05-20 03:00:00,2021-05-20,03:00:00,20
6977,1,1,1,,1,2021-05-20 03:00:00,2021-05-20,03:00:00,17
6978,3,8,,8,1,2021-05-20 03:00:00,2021-05-20,03:00:00,7
6979,1,1,1,,1,2021-05-20 03:00:00,2021-05-20,03:00:00,5
6980,2,,7,6,1,2021-05-20 03:00:00,2021-05-20,03:00:00,18
6981,3,9,,9,1,2021-05-20 03:00:00,2021-05-20,03:00:00,4
6982,2,,5,8,1,2021-05-20 03:00:00,2021-05-20,03:00:00,16
6983,1,9,1,,1,2021-05-20 03:00:00,2021-05-20,03:00:00,7
6984,3,5,,5,1,2021-05-20 03:00:00,2021-05-20,03:00:00,29
6985,3,4,,4,1,2021-05-20 03:00:00,2021-05-20,03:00:00,3
6986,1,2,1,,1,2021-05-20 03:00:00,2021-05-20,03:00:00,6
6987,1,5,1,,1,2021-05-20 03:00:00,2021-05-20,03:00:00,5
6988,3,11,,11,1,2021-05-20 03:00:00,2021-05-20,03:00:00,3
6989,3,2,,2,1,2021-05-20 03:00:00,2021-05-20,03:00:00,23
6990,3,5,,5,1,2021-05-20 03:00:00,2021-05-20,03:00:00,24
6991,4,,5,,1,2021-05-20 04:00:00,2021-05-20,04:00:00,498
6992,3,1,,1,1,2021-05-20 03:00:00,2021-05-20,03:00:00,6
6993,3,7,,7,2,2021-05-20 03:00:00,2021-05-20,03:00:00,68
6994,2,,7,8,1,2021-05-20 04:00:00,2021-05-20,04:00:00,4
6995,3,8,,8,1,2021-05-20 04:00:00,2021-05-20,04:00:00,1
6996,1,9,1,,1,2021-05-20 04:00:00,2021-05-20,04:00:00,11
6997,2,,5,7,1,2021-05-20 04:00:00,2021-05-20,04:00:00,9
6998,3,11,,11,1,2021-05-20 04:00:00,2021-05-20,04:00:00,1
6999,2,,7,9,1,2021-05-20 04:00:00,2021-05-20,04:00:00,1
7000,3,8,,8,1,2021-05-20 04:00:00,2021-05-20,04:00:00,1
7001,2,,4,8,1,2021-05-20 04:00:00,2021-05-20,04:00:00,19
7002,2,,11,10,1,2021-05-20 04:00:00,2021-05-20,04:00:00,10
7003,2,,9,10,1,2021-05-20 04:00:00,2021-05-20,04:00:00,12
7004,3,5,,5,1,2021-05-20 04:00:00,2021-05-20,04:00:00,18
7005,1,10,1,,1,2021-05-20 04:00:00,2021-05-20,04:00:00,12
7006,1,10,1,,1,2021-05-20 04:00:00,2021-05-20,04:00:00,11
7007,3,9,,9,2,2021-05-20 04:00:00,2021-05-20,04:00:00,141
7008,3,6,,6,1,2021-05-20 05:00:00,2021-05-20,05:00:00,7
7009,1,11,1,,1,2021-05-20 05:00:00,2021-05-20,05:00:00,12
7010,2,,2,6,1,2021-05-20 05:00:00,2021-05-20,05:00:00,2
7011,3,10,,10,1,2021-05-20 05:00:00,2021-05-20,05:00:00,25
7012,1,6,1,,1,2021-05-20 05:00:00,2021-05-20,05:00:00,14
7013,3,11,,11,1,2021-05-20 05:00:00,2021-05-20,05:00:00,1
7014,2,,3,5,1,2021-05-20 05:00:00,2021-05-20,05:00:00,18
7015,3,11,,11,1,2021-05-20 05:00:00,2021-05-20,05:00:00,9
7016,3,9,,9,2,2021-05-20 05:00:00,2021-05-20,05:00:00,127
7017,2,,6,8,1,2021-05-20 05:00:00,2021-05-20,05:00:00,14
7018,1,3,1,,2,2021-05-20 05:00:00,2021-05-20,05:00:00,16
7019,3,6,,6,1,2021-05-20 05:00:00,2021-05-20,05:00:00,10
7020,2,,8,9,1,2021-05-20 05:00:00,2021-05-20,05:00:00,11
7021,1,7,1,,2,2021-05-20 06:00:00,2021-05-20,06:00:00,5
7022,3,5,,5,1,2021-05-20 06:00:00,2021-05-20,06:00:00,23
7023,3,2,,2,1,2021-05-20 06:00:00,2021-05-20,06:00:00,1
7024,2,,8,9,1,2021-05-20 06:00:00,2021-05-20,06:00:00,12
7025,3,1,,1,1,2021-05-20 06:00:00,2021-05-20,06:00:00,3
7026,1,10,1,,1,2021-05-20 06:00:00,2021-05-20,06:00:00,6
7027,1,10,1,,1,2021-05-20 06:00:00,2021-05-20,06:00:00,3
7028,3,4,,4,1,2021-05-20 06:00:00,2021-05-20,06:00:00,1
7029,1,2,1,,1,2021-05-20 06:00:00,2021-05-20,06:00:00,11
7030,3,11,,11,1,2021-05-20 06:00:00,2021-05-20,06:00:00,1
7031,2,,5,8,1,2021-05-20 07:00:00,2021-05-20,07:00:00,19
7032,2,,6,10,1,2021-05-20 07:00:00,2021-05-20,07:00:00,4
7033,2,,6,1,1,2021-05-20 07:00:00,2021-05-20,07:00:00,13
7034,1,9,1,,1,2021-05-20 07:00:00,2021-05-20,07:00:00,13
7035,3,6,,6,1,2021-05-20 07:00:00,2021-05-20,07:00:00,1
7036,2,,8,9,2,2021-05-20 07:00:00,2021-05-20,07:00:00,19
7037,1,5,1,,1,2021-05-20 07:00:00,2021-05-20,07:00:00,20
7038,3,7,,7,2,2021-05-20 07:00:00,2021-05-20,07:00:00,241
7039,1,9,1,,1,2021-05-20 07:00:00,2021-05-20,07:00:00,6
7040,1,4,1,,1,2021-05-20 07:00:00,2021-05-20,07:00:00,9
7041,1,9,1,,2,2021-05-20 07:00:00,2021-05-20,07:00:00,19
7042,1,6,1,,1,2021-05-20 07:00:00,2021-05-20,07:00:00,4
7043,1,2,1,,1,2021-05-20 07:00:00,2021-05-20,07:00:00,15
7044,3,5,,5,1,2021-05-20 07:00:00,2021-05-20,07:00:00,6
7045,2,,10,6,1,2021-05-20 07:00:00,2021-05-20,07:00:00,18
7046,1,3,1,,1,2021-05-20 07:00:00,2021-05-20,07:00:00,5
7047,2,,8,1,1,2021-05-20 08:00:00,2021-05-20,08:00:00,14
7048,1,7,1,,2,2021-05-20 08:00:00,2021-05-20,08:00:00,13
7049,1,8,1,,1,2021-05-20 08:00:00,2021-05-20,08:00:00,11
7050,2,,8,9,1,2021-05-20 08:00:00,2021-05-20,08:00:00,12
7051,1,3,1,,1,2021-05-20 08:00:00,2021-05-20,08:00:00,2
7052,1,6,1,,1,2021-05-20 08:00:00,2021-05-20,08:00:00,20
7053,1,11,1,,1,2021-05-20 08:00:00,2021-05-20,08:00:00,10
7054,3,3,,3,1,2021-05-20 08:00:00,2021-05-20,08:00:00,90
7055,3,9,,9,2,2021-05-20 08:00:00,2021-05-20,08:00:00,88
7056,3,8,,8,1,2021-05-20 08:00:00,2021-05-20,08:00:00,9
7057,1,2,1,,1,2021-05-20 08:00:00,2021-05-20,08:00:00,3
7058,1,3,1,,1,2021-05-20 08:00:00,2021-05-20,08:00:00,20
7059,3,3,,3,1,2021-05-20 08:00:00,2021-05-20,08:00:00,59
7060,2,,2,5,1,2021-05-20 08:00:00,2021-05-20,08:00:00,1
7061,3,7,,7,2,2021-05-20 08:00:00,2021-05-20,08:00:00,78
7062,2,,2,3,1,2021-05-20 08:00:00,2021-05-20,08:00:00,13
7063,3,5,,5,1,2021-05-20 09:00:00,2021-05-20,09:00:00,9
7064,2,,9,8,1,2021-05-20 09:00:00,2021-05-20,09:00:00,12
7065,1,2,1,,1,2021-05-20 09:00:00,2021-05-20,09:00:00,12
7066,3,5,,5,1,2021-05-20 09:00:00,2021-05-20,09:00:00,2
7067,1,8,1,,1,2021-05-20 09:00:00,2021-05-20,09:00:00,5
7068,2,,1,7,1,2021-05-20 09:00:00,2021-05-20,09:00:00,4
7069,2,,3,5,1,2021-05-20 09:00:00,2021-05-20,09:00:00,16
7070,3,3,,3,1,2021-05-20 09:00:00,2021-05-20,09:00:00,31
7071,1,4,1,,1,2021-05-20 09:00:00,2021-05-20,09:00:00,1
7072,3,3,,3,1,2021-05-20 09:00:00,2021-05-20,09:00:00,4
7073,3,1,,1,1,2021-05-20 09:00:00,2021-05-20,09:00:00,9
7074,1,6,1,,1,2021-05-20 09:00:00,2021-05-20,09:00:00,11
7075,1,6,1,,1,2021-05-20 09:00:00,2021-05-20,09:00:00,4
7076,1,8,1,,1,2021-05-20 09:00:00,2021-05-20,09:00:00,4
7077,3,1,,1,1,2021-05-20 10:00:00,2021-05-20,10:00:00,1
7078,1,1,1,,1,2021-05-20 10:00:00,2021-05-20,10:00:00,3
7079,2,,2,9,1,2021-05-20 10:00:00,2021-05-20,10:00:00,1
7080,3,2,,2,1,2021-05-20 10:00:00,2021-05-20,10:00:00,34
7081,1,5,1,,1,2021-05-20 10:00:00,2021-05-20,10:00:00,12
7082,1,6,1,,1,2021-05-20 10:00:00,2021-05-20,10:00:00,10
7083,2,,10,3,1,2021-05-20 10:00:00,2021-05-20,10:00:00,6
7084,1,4,1,,1,2021-05-20 10:00:00,2021-05-20,10:00:00,19
7085,3,4,,4,1,2021-05-20 10:00:00,2021-05-20,10:00:00,6
7086,2,,10,8,1,2021-05-20 10:00:00,2021-05-20,10:00:00,4
7087,1,2,1,,1,2021-05-20 10:00:00,2021-05-20,10:00:00,10
7088,1,4,1,,1,2021-05-20 10:00:00,2021-05-20,10:00:00,2
7089,1,10,1,,1,2021-05-20 10:00:00,2021-05-20,10:00:00,4
7090,1,9,1,,2,2021-05-20 10:00:00,2021-05-20,10:00:00,11
7091,2,,9,3,1,2021-05-20 10:00:00,2021-05-20,10:00:00,11
7092,3,6,,6,1,2021-05-20 10:00:00,2021-05-20,10:00:00,1
7093,2,,5,7,1,2021-05-20 10:00:00,2021-05-20,10:00:00,4
7094,3,2,,2,1,2021-05-20 10:00:00,2021-05-20,10:00:00,5
7095,3,9,,9,2,2021-05-20 11:00:00,2021-05-20,11:00:00,101
7096,1,11,1,,1,2021-05-20 11:00:00,2021-05-20,11:00:00,8
7097,2,,8,11,1,2021-05-20 11:00:00,2021-05-20,11:00:00,10
7098,2,,9,8,1,2021-05-20 11:00:00,2021-05-20,11:00:00,6
7099,1,5,1,,1,2021-05-20 11:00:00,2021-05-20,11:00:00,5
7100,3,1,,1,1,2021-05-20 11:00:00,2021-05-20,11:00:00,4
7101,3,6,,6,1,2021-05-20 11:00:00,2021-05-20,11:00:00,22
7102,1,1,1,,1,2021-05-20 11:00:00,2021-05-20,11:00:00,10
7103,2,,8,6,1,2021-05-20 11:00:00,2021-05-20,11:00:00,11
7104,1,2,1,,1,2021-05-20 11:00:00,2021-05-20,11:00:00,10
7105,3,10,,10,1,2021-05-20 11:00:00,2021-05-20,11:00:00,31
7106,2,,5,9,1,2021-05-20 11:00:00,2021-05-20,11:00:00,8
7107,1,2,1,,1,2021-05-20 11:00:00,2021-05-20,11:00:00,12
7108,1,7,1,,2,2021-05-20 11:00:00,2021-05-20,11:00:00,10
7109,2,,5,3,1,2021-05-20 11:00:00,2021-05-20,11:00:00,3
7110,3,5,,5,1,2021-05-20 11:00:00,2021-05-20,11:00:00,19
7111,1,11,1,,1,2021-05-20 12:00:00,2021-05-20,12:00:00,14
7112,2,,1,8,1,2021-05-20 12:00:00,2021-05-20,12:00:00,10
7113,1,6,1,,1,2021-05-20 12:00:00,2021-05-20,12:00:00,12
7114,2,,9,6,1,2021-05-20 12:00:00,2021-05-20,12:00:00,13
7115,3,2,,2,1,2021-05-20 12:00:00,2021-05-20,12:00:00,14
7116,2,,10,9,1,2021-05-20 12:00:00,2021-05-20,12:00:00,19
7117,2,,2,6,1,2021-05-20 12:00:00,2021-05-20,12:00:00,7
7118,3,9,,9,2,2021-05-20 12:00:00,2021-05-20,12:00:00,45
7119,2,,4,5,1,2021-05-20 12:00:00,2021-05-20,12:00:00,15
7120,3,3,,3,1,2021-05-20 12:00:00,2021-05-20,12:00:00,2
7121,2,,6,10,1,2021-05-20 12:00:00,2021-05-20,12:00:00,2
7122,1,4,1,,1,2021-05-20 12:00:00,2021-05-20,12:00:00,11
7123,1,3,1,,1,2021-05-20 12:00:00,2021-05-20,12:00:00,10
7124,1,1,1,,1,2021-05-20 12:00:00,2021-05-20,12:00:00,11
7125,3,2,,2,1,2021-05-20 12:00:00,2021-05-20,12:00:00,6
7126,2,,1,5,1,2021-05-20 13:00:00,2021-05-20,13:00:00,1
7127,3,10,,10,1,2021-05-20 13:00:00,2021-05-20,13:00:00,1
7128,1,1,1,,1,2021-05-20 13:00:00,2021-05-20,13:00:00,17
7129,3,6,,6,1,2021-05-20 13:00:00,2021-05-20,13:00:00,46
7130,1,3,1,,1,2021-05-20 13:00:00,2021-05-20,13:00:00,17
7131,2,,8,5,1,2021-05-20 13:00:00,2021-05-20,13:00:00,18
7132,1,7,1,,1,2021-05-20 13:00:00,2021-05-20,13:00:00,3
7133,3,7,,7,1,2021-05-20 14:00:00,2021-05-20,14:00:00,37
7134,2,,6,1,1,2021-05-20 13:00:00,2021-05-20,13:00:00,16
7135,2,,10,4,1,2021-05-20 13:00:00,2021-05-20,13:00:00,18
7136,1,4,1,,1,2021-05-20 13:00:00,2021-05-20,13:00:00,20
7137,3,11,,11,1,2021-05-20 13:00:00,2021-05-20,13:00:00,36
7138,1,10,1,,1,2021-05-20 13:00:00,2021-05-20,13:00:00,20
7139,3,8,,8,1,2021-05-20 13:00:00,2021-05-20,13:00:00,8
7140,2,,11,1,1,2021-05-20 13:00:00,2021-05-20,13:00:00,10
7141,2,,10,2,1,2021-05-20 13:00:00,2021-05-20,13:00:00,7
7142,2,,4,5,1,2021-05-20 13:00:00,2021-05-20,13:00:00,17
7143,1,6,1,,1,2021-05-20 13:00:00,2021-05-20,13:00:00,9
7144,1,3,1,,1,2021-05-20 13:00:00,2021-05-20,13:00:00,6
7145,2,,7,11,1,2021-05-20 13:00:00,2021-05-20,13:00:00,8
7146,2,,3,2,1,2021-05-20 14:00:00,2021-05-20,14:00:00,19
7147,1,2,1,,1,2021-05-20 14:00:00,2021-05-20,14:00:00,10
7148,1,6,1,,1,2021-05-20 14:00:00,2021-05-20,14:00:00,7
7149,1,8,1,,1,2021-05-20 14:00:00,2021-05-20,14:00:00,3
7150,1,9,1,,2,2021-05-20 14:00:00,2021-05-20,14:00:00,7
7151,2,,7,8,1,2021-05-20 14:00:00,2021-05-20,14:00:00,5
7152,2,,9,1,1,2021-05-20 14:00:00,2021-05-20,14:00:00,1
7153,1,10,1,,1,2021-05-20 14:00:00,2021-05-20,14:00:00,12
7154,1,2,1,,1,2021-05-20 14:00:00,2021-05-20,14:00:00,6
7155,2,,1,9,1,2021-05-20 14:00:00,2021-05-20,14:00:00,14
7156,1,5,1,,1,2021-05-20 14:00:00,2021-05-20,14:00:00,6
7157,2,,11,1,1,2021-05-20 15:00:00,2021-05-20,15:00:00,6
7158,2,,8,1,1,2021-05-20 15:00:00,2021-05-20,15:00:00,2
7159,2,,7,4,1,2021-05-20 15:00:00,2021-05-20,15:00:00,17
7160,3,9,,9,2,2021-05-20 15:00:00,2021-05-20,15:00:00,93
7161,1,5,1,,1,2021-05-20 15:00:00,2021-05-20,15:00:00,19
7162,2,,4,10,1,2021-05-20 15:00:00,2021-05-20,15:00:00,9
7163,1,4,1,,1,2021-05-20 15:00:00,2021-05-20,15:00:00,2
7164,2,,10,6,1,2021-05-20 15:00:00,2021-05-20,15:00:00,12
7165,1,9,1,,2,2021-05-20 15:00:00,2021-05-20,15:00:00,12
7166,1,3,1,,1,2021-05-20 15:00:00,2021-05-20,15:00:00,9
7167,3,3,,3,1,2021-05-20 15:00:00,2021-05-20,15:00:00,29
7168,3,2,,2,1,2021-05-20 16:00:00,2021-05-20,16:00:00,16
7169,1,3,1,,1,2021-05-20 16:00:00,2021-05-20,16:00:00,2
7170,1,10,1,,1,2021-05-20 16:00:00,2021-05-20,16:00:00,6
7171,3,6,,6,1,2021-05-20 16:00:00,2021-05-20,16:00:00,9
7172,3,8,,8,1,2021-05-20 16:00:00,2021-05-20,16:00:00,3
7173,2,,11,5,1,2021-05-20 16:00:00,2021-05-20,16:00:00,2
7174,2,,10,5,1,2021-05-20 16:00:00,2021-05-20,16:00:00,14
7175,1,6,1,,1,2021-05-20 16:00:00,2021-05-20,16:00:00,7
7176,3,6,,6,1,2021-05-20 16:00:00,2021-05-20,16:00:00,20
7177,1,1,1,,1,2021-05-20 16:00:00,2021-05-20,16:00:00,4
7178,1,5,1,,1,2021-05-20 16:00:00,2021-05-20,16:00:00,10
7179,2,,8,6,1,2021-05-20 16:00:00,2021-05-20,16:00:00,3
7180,1,11,1,,1,2021-05-20 16:00:00,2021-05-20,16:00:00,4
7181,3,11,,11,1,2021-05-20 16:00:00,2021-05-20,16:00:00,2
7182,1,2,1,,1,2021-05-20 16:00:00,2021-05-20,16:00:00,15
7183,2,,9,10,1,2021-05-20 16:00:00,2021-05-20,16:00:00,10
7184,3,10,,10,1,2021-05-20 16:00:00,2021-05-20,16:00:00,34
7185,1,8,1,,1,2021-05-20 16:00:00,2021-05-20,16:00:00,14
7186,1,9,1,,2,2021-05-20 16:00:00,2021-05-20,16:00:00,20
7187,2,,5,1,1,2021-05-20 16:00:00,2021-05-20,16:00:00,13
7188,1,11,1,,1,2021-05-20 17:00:00,2021-05-20,17:00:00,19
7189,1,2,1,,1,2021-05-20 17:00:00,2021-05-20,17:00:00,12
7190,3,1,,1,1,2021-05-20 17:00:00,2021-05-20,17:00:00,3
7191,3,2,,2,1,2021-05-20 17:00:00,2021-05-20,17:00:00,34
7192,3,8,,8,1,2021-05-20 17:00:00,2021-05-20,17:00:00,15
7193,2,,10,4,1,2021-05-20 17:00:00,2021-05-20,17:00:00,5
7194,3,9,,9,2,2021-05-20 17:00:00,2021-05-20,17:00:00,16
7195,3,5,,5,1,2021-05-20 17:00:00,2021-05-20,17:00:00,7
7196,1,8,1,,1,2021-05-20 17:00:00,2021-05-20,17:00:00,18
7197,3,10,,10,1,2021-05-20 17:00:00,2021-05-20,17:00:00,2
7198,3,9,,9,2,2021-05-20 17:00:00,2021-05-20,17:00:00,61
7199,2,,3,1,1,2021-05-20 18:00:00,2021-05-20,18:00:00,11
7200,1,10,1,,1,2021-05-20 18:00:00,2021-05-20,18:00:00,19
7201,2,,11,2,1,2021-05-20 18:00:00,2021-05-20,18:00:00,4
7202,3,7,,7,2,2021-05-20 18:00:00,2021-05-20,18:00:00,125
7203,1,6,1,,1,2021-05-20 18:00:00,2021-05-20,18:00:00,13
7204,3,8,,8,1,2021-05-20 18:00:00,2021-05-20,18:00:00,14
7205,1,2,1,,1,2021-05-20 18:00:00,2021-05-20,18:00:00,3
7206,2,,2,4,1,2021-05-20 18:00:00,2021-05-20,18:00:00,12
7207,3,6,,6,1,2021-05-20 18:00:00,2021-05-20,18:00:00,12
7208,2,,7,8,1,2021-05-20 18:00:00,2021-05-20,18:00:00,6
7209,1,3,1,,1,2021-05-20 18:00:00,2021-05-20,18:00:00,14
7210,1,4,1,,1,2021-05-20 18:00:00,2021-05-20,18:00:00,18
